"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000120540","Gm57422","predicted gene, 57422 [Source:MGI Symbol;Acc:MGI:7338757]"
"ENSMUSG00000085889","1700054M17Rik","RIKEN cDNA 1700054M17 gene [Source:MGI Symbol;Acc:MGI:1920608]"
"ENSMUSG00000085257","Gm13264","predicted gene 13264 [Source:MGI Symbol;Acc:MGI:3652184]"
"ENSMUSG00000134915","Gm75243","predicted gene, 75243 [Source:MGI Symbol;Acc:MGI:7833214]"
"ENSMUSG00000020677","Ddx52","DExD box helicase 52 [Source:MGI Symbol;Acc:MGI:1925644]"
"ENSMUSG00000134924","Gm75244","predicted gene, 75244 [Source:MGI Symbol;Acc:MGI:7833216]"
"ENSMUSG00000121262","Gm57469","predicted gene, 57469 [Source:MGI Symbol;Acc:MGI:7338851]"
"ENSMUSG00000134948","Gm75245","predicted gene, 75245 [Source:MGI Symbol;Acc:MGI:7833218]"
"ENSMUSG00000134956","Gm75246","predicted gene, 75246 [Source:MGI Symbol;Acc:MGI:7833220]"
"ENSMUSG00000134958","Gm31993","predicted gene, 31993 [Source:MGI Symbol;Acc:MGI:5591152]"
"ENSMUSG00000087609","4930442J19Rik","RIKEN cDNA 4930442J19 gene [Source:MGI Symbol;Acc:MGI:1921910]"
"ENSMUSG00000034940","Synrg","synergin, gamma [Source:MGI Symbol;Acc:MGI:1354742]"
"ENSMUSG00000135034","Gm75247","predicted gene, 75247 [Source:MGI Symbol;Acc:MGI:7833222]"
"ENSMUSG00000135038","AY702102","cDNA sequence AY702102 [Source:NCBI gene (formerly Entrezgene);Acc:446211]"
"ENSMUSG00000135081","Gm75249","predicted gene, 75249 [Source:MGI Symbol;Acc:MGI:7833224]"
"ENSMUSG00000135088","Gm36004","predicted gene, 36004 [Source:MGI Symbol;Acc:MGI:5595163]"
"ENSMUSG00000087527","Gm13656","predicted gene 13656 [Source:MGI Symbol;Acc:MGI:3650910]"
"ENSMUSG00000097602","4930519P11Rik","RIKEN cDNA 4930519P11 gene [Source:MGI Symbol;Acc:MGI:1921971]"
"ENSMUSG00000135116","Gm75250","predicted gene, 75250 [Source:MGI Symbol;Acc:MGI:7833226]"
"ENSMUSG00000135120","Gm75251","predicted gene, 75251 [Source:MGI Symbol;Acc:MGI:7833228]"
"ENSMUSG00000135130","Gm46736","predicted gene, 46736 [Source:MGI Symbol;Acc:MGI:5826373]"
"ENSMUSG00000087222","E030042O20Rik","RIKEN cDNA E030042O20 gene [Source:MGI Symbol;Acc:MGI:2444099]"
"ENSMUSG00000135150","Gm75252","predicted gene, 75252 [Source:MGI Symbol;Acc:MGI:7833230]"
"ENSMUSG00000135155","Gm31731","predicted gene, 31731 [Source:MGI Symbol;Acc:MGI:5590890]"
"ENSMUSG00000135163","Gm75253","predicted gene, 75253 [Source:MGI Symbol;Acc:MGI:7833232]"
"ENSMUSG00000135167","Gm75254","predicted gene, 75254 [Source:MGI Symbol;Acc:MGI:7833234]"
"ENSMUSG00000135174","Gm75255","predicted gene, 75255 [Source:MGI Symbol;Acc:MGI:7833236]"
"ENSMUSG00000135182","Gm75256","predicted gene, 75256 [Source:MGI Symbol;Acc:MGI:7833238]"
"ENSMUSG00000135188","Gm75257","predicted gene, 75257 [Source:MGI Symbol;Acc:MGI:7833240]"
"ENSMUSG00000135227","Gm75258","predicted gene, 75258 [Source:MGI Symbol;Acc:MGI:7833242]"
"ENSMUSG00000086939","Gm13530","predicted gene 13530 [Source:MGI Symbol;Acc:MGI:3651890]"
"ENSMUSG00000135288","Gm75259","predicted gene, 75259 [Source:MGI Symbol;Acc:MGI:7833244]"
"ENSMUSG00000120902","Gm57440","predicted gene, 57440 [Source:MGI Symbol;Acc:MGI:7338793]"
"ENSMUSG00000135292","Gm75260","predicted gene, 75260 [Source:MGI Symbol;Acc:MGI:7833246]"
"ENSMUSG00000087550","Gm14343","predicted gene 14343 [Source:MGI Symbol;Acc:MGI:3701948]"
"ENSMUSG00000135372","Gm75261","predicted gene, 75261 [Source:MGI Symbol;Acc:MGI:7833248]"
"ENSMUSG00000018648","Dusp14","dual specificity phosphatase 14 [Source:MGI Symbol;Acc:MGI:1927168]"
"ENSMUSG00000135378","Gm75262","predicted gene, 75262 [Source:MGI Symbol;Acc:MGI:7833250]"
"ENSMUSG00000135387","Gm75263","predicted gene, 75263 [Source:MGI Symbol;Acc:MGI:7833252]"
"ENSMUSG00000135402","Gm75264","predicted gene, 75264 [Source:MGI Symbol;Acc:MGI:7833254]"
"ENSMUSG00000078956","Gm14221","predicted gene 14221 [Source:MGI Symbol;Acc:MGI:3650696]"
"ENSMUSG00000018651","Tada2a","transcriptional adaptor 2A [Source:MGI Symbol;Acc:MGI:2144471]"
"ENSMUSG00000135435","Gm75265","predicted gene, 75265 [Source:MGI Symbol;Acc:MGI:7833256]"
"ENSMUSG00000135442","Gm75266","predicted gene, 75266 [Source:MGI Symbol;Acc:MGI:7833258]"
"ENSMUSG00000085504","Gm14055","predicted gene 14055 [Source:MGI Symbol;Acc:MGI:3650242]"
"ENSMUSG00000051452","Gm11437","predicted gene 11437 [Source:MGI Symbol;Acc:MGI:3650287]"
"ENSMUSG00000103122","Gm37391","predicted gene, 37391 [Source:MGI Symbol;Acc:MGI:5610619]"
"ENSMUSG00000127916","Gm72558","predicted gene, 72558 [Source:MGI Symbol;Acc:MGI:7827880]"
"ENSMUSG00000141112","Gm74281","predicted gene, 74281 [Source:MGI Symbol;Acc:MGI:7831300]"
"ENSMUSG00000141070","Gm74280","predicted gene, 74280 [Source:MGI Symbol;Acc:MGI:7831298]"
"ENSMUSG00000135467","Gm75267","predicted gene, 75267 [Source:MGI Symbol;Acc:MGI:7833260]"
"ENSMUSG00000141148","Gm74285","predicted gene, 74285 [Source:MGI Symbol;Acc:MGI:7831308]"
"ENSMUSG00000141178","Gm74288","predicted gene, 74288 [Source:MGI Symbol;Acc:MGI:7831314]"
"ENSMUSG00000018844","Fndc8","fibronectin type III domain containing 8 [Source:MGI Symbol;Acc:MGI:1926169]"
"ENSMUSG00000135482","Gm75268","predicted gene, 75268 [Source:MGI Symbol;Acc:MGI:7833262]"
"ENSMUSG00000135486","Gm75269","predicted gene, 75269 [Source:MGI Symbol;Acc:MGI:7833264]"
"ENSMUSG00000086980","Gm13791","predicted gene 13791 [Source:MGI Symbol;Acc:MGI:3650954]"
"ENSMUSG00000020692","Nle1","notchless homolog 1 [Source:MGI Symbol;Acc:MGI:2429770]"
"ENSMUSG00000135511","Gm75270","predicted gene, 75270 [Source:MGI Symbol;Acc:MGI:7833266]"
"ENSMUSG00000135521","Gm75271","predicted gene, 75271 [Source:MGI Symbol;Acc:MGI:7833268]"
"ENSMUSG00000135534","Gm75272","predicted gene, 75272 [Source:MGI Symbol;Acc:MGI:7833270]"
"ENSMUSG00000135543","Gm30286","predicted gene, 30286 [Source:MGI Symbol;Acc:MGI:5589445]"
"ENSMUSG00000135544","","novel transcript"
"ENSMUSG00000018845","Unc45b","unc-45 myosin chaperone B [Source:MGI Symbol;Acc:MGI:2443377]"
"ENSMUSG00000135553","Gm75273","predicted gene, 75273 [Source:MGI Symbol;Acc:MGI:7833272]"
"ENSMUSG00000135562","","novel transcript, sense intronic to Rin2"
"ENSMUSG00000135572","Gm75274","predicted gene, 75274 [Source:MGI Symbol;Acc:MGI:7833274]"
"ENSMUSG00000135573","Gm75275","predicted gene, 75275 [Source:MGI Symbol;Acc:MGI:7833276]"
"ENSMUSG00000135578","Gm36282","predicted gene, 36282 [Source:MGI Symbol;Acc:MGI:5595441]"
"ENSMUSG00000135585","","novel transcript"
"ENSMUSG00000135599","Gm35695","predicted gene, 35695 [Source:MGI Symbol;Acc:MGI:5594854]"
"ENSMUSG00000135606","Gm75276","predicted gene, 75276 [Source:MGI Symbol;Acc:MGI:7833278]"
"ENSMUSG00000078955","Gm14222","predicted gene 14222 [Source:MGI Symbol;Acc:MGI:3651737]"
"ENSMUSG00000135613","Gm39840","predicted gene, 39840 [Source:MGI Symbol;Acc:MGI:5622725]"
"ENSMUSG00000135618","Gm75277","predicted gene, 75277 [Source:MGI Symbol;Acc:MGI:7833280]"
"ENSMUSG00000135622","Gm75278","predicted gene, 75278 [Source:MGI Symbol;Acc:MGI:7833282]"
"ENSMUSG00000135623","Gm39940","predicted gene, 39940 [Source:MGI Symbol;Acc:MGI:5622825]"
"ENSMUSG00000087684","1200007C13Rik","RIKEN cDNA 1200007C13 gene [Source:MGI Symbol;Acc:MGI:1921369]"
"ENSMUSG00000135646","Gm75279","predicted gene, 75279 [Source:MGI Symbol;Acc:MGI:7833284]"
"ENSMUSG00000135650","Gm75280","predicted gene, 75280 [Source:MGI Symbol;Acc:MGI:7833286]"
"ENSMUSG00000135652","Gm75281","predicted gene, 75281 [Source:MGI Symbol;Acc:MGI:7833288]"
"ENSMUSG00000120864","Gm57435","predicted gene, 57435 [Source:MGI Symbol;Acc:MGI:7338783]"
"ENSMUSG00000135672","Gm75283","predicted gene, 75283 [Source:MGI Symbol;Acc:MGI:7833292]"
"ENSMUSG00000135678","Gm75284","predicted gene, 75284 [Source:MGI Symbol;Acc:MGI:7833294]"
"ENSMUSG00000085797","A530010F05Rik","RIKEN cDNA A530010F05 gene [Source:MGI Symbol;Acc:MGI:2685406]"
"ENSMUSG00000135680","Gm75285","predicted gene, 75285 [Source:MGI Symbol;Acc:MGI:7833296]"
"ENSMUSG00000135688","Gm75286","predicted gene, 75286 [Source:MGI Symbol;Acc:MGI:7833298]"
"ENSMUSG00000075416","Gm14488","predicted gene 14488 [Source:MGI Symbol;Acc:MGI:3649725]"
"ENSMUSG00000086058","Unc45bos","unc-45 myosin chaperone B, opposite strand [Source:MGI Symbol;Acc:MGI:3705119]"
"ENSMUSG00000135720","Gm75287","predicted gene, 75287 [Source:MGI Symbol;Acc:MGI:7833300]"
"ENSMUSG00000086327","Slfn5os","schlafen 5, opposite strand [Source:MGI Symbol;Acc:MGI:1923642]"
"ENSMUSG00000135724","Gm34483","predicted gene, 34483 [Source:MGI Symbol;Acc:MGI:5593642]"
"ENSMUSG00000135726","Gm75288","predicted gene, 75288 [Source:MGI Symbol;Acc:MGI:7833302]"
"ENSMUSG00000135737","Gm75289","predicted gene, 75289 [Source:MGI Symbol;Acc:MGI:7833304]"
"ENSMUSG00000135759","Gm75291","predicted gene, 75291 [Source:MGI Symbol;Acc:MGI:7833308]"
"ENSMUSG00000135767","Gm39911","predicted gene, 39911 [Source:MGI Symbol;Acc:MGI:5622796]"
"ENSMUSG00000054404","Slfn5","schlafen 5 [Source:MGI Symbol;Acc:MGI:1329004]"
"ENSMUSG00000135802","Gm75292","predicted gene, 75292 [Source:MGI Symbol;Acc:MGI:7833310]"
"ENSMUSG00000121891","Gm13547","predicted gene 13547 [Source:NCBI gene (formerly Entrezgene);Acc:433416]"
"ENSMUSG00000135810","Gm75294","predicted gene, 75294 [Source:MGI Symbol;Acc:MGI:7833312]"
"ENSMUSG00000135856","Gm75295","predicted gene, 75295 [Source:MGI Symbol;Acc:MGI:7833314]"
"ENSMUSG00000135864","Gm30957","predicted gene, 30957 [Source:MGI Symbol;Acc:MGI:5590116]"
"ENSMUSG00000082726","Gm11424","predicted gene 11424 [Source:MGI Symbol;Acc:MGI:3651336]"
"ENSMUSG00000111857","1190001M18Rik","RIKEN cDNA 1190001M18 gene [Source:MGI Symbol;Acc:MGI:1916174]"
"ENSMUSG00000069793","Slfn9","schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121]"
"ENSMUSG00000135879","Gm54165","predicted gene, 54165 [Source:MGI Symbol;Acc:MGI:6723353]"
"ENSMUSG00000135880","Gm75296","predicted gene, 75296 [Source:MGI Symbol;Acc:MGI:7833316]"
"ENSMUSG00000135935","Gm75297","predicted gene, 75297 [Source:MGI Symbol;Acc:MGI:7833318]"
"ENSMUSG00000135951","Gm75299","predicted gene, 75299 [Source:MGI Symbol;Acc:MGI:7833320]"
"ENSMUSG00000135968","Gm75300","predicted gene, 75300 [Source:MGI Symbol;Acc:MGI:7833322]"
"ENSMUSG00000136024","","novel transcript"
"ENSMUSG00000136031","Gm32746","predicted gene, 32746 [Source:MGI Symbol;Acc:MGI:5591905]"
"ENSMUSG00000119469","Mir7679","microRNA 7679 [Source:MGI Symbol;Acc:MGI:5531290]"
"ENSMUSG00000035208","Slfn8","schlafen 8 [Source:MGI Symbol;Acc:MGI:2672859]"
"ENSMUSG00000136038","Gm75302","predicted gene, 75302 [Source:MGI Symbol;Acc:MGI:7833326]"
"ENSMUSG00000136044","Gm75303","predicted gene, 75303 [Source:MGI Symbol;Acc:MGI:7833328]"
"ENSMUSG00000136045","Gm75304","predicted gene, 75304 [Source:MGI Symbol;Acc:MGI:7833330]"
"ENSMUSG00000136055","Gm31472","predicted gene, 31472 [Source:MGI Symbol;Acc:MGI:5590631]"
"ENSMUSG00000121212","Gm39858","predicted gene, 39858 [Source:MGI Symbol;Acc:MGI:5622743]"
"ENSMUSG00000136071","Gm75305","predicted gene, 75305 [Source:MGI Symbol;Acc:MGI:7833332]"
"ENSMUSG00000082419","Gm11425","predicted gene 11425 [Source:MGI Symbol;Acc:MGI:3650957]"
"ENSMUSG00000136084","Gm75306","predicted gene, 75306 [Source:MGI Symbol;Acc:MGI:7833334]"
"ENSMUSG00000072621","Slfn10","schlafen 10 [Source:MGI Symbol;Acc:MGI:3512288]"
"ENSMUSG00000136092","Gm75307","predicted gene, 75307 [Source:MGI Symbol;Acc:MGI:7833336]"
"ENSMUSG00000136122","Gm75309","predicted gene, 75309 [Source:MGI Symbol;Acc:MGI:7833340]"
"ENSMUSG00000111713","Gm20234","predicted gene, 20234 [Source:MGI Symbol;Acc:MGI:5012419]"
"ENSMUSG00000136159","Gm39877","predicted gene, 39877 [Source:MGI Symbol;Acc:MGI:5622762]"
"ENSMUSG00000120882","Gm57477","predicted gene, 57477 [Source:MGI Symbol;Acc:MGI:7338867]"
"ENSMUSG00000136160","Gm35888","predicted gene, 35888 [Source:MGI Symbol;Acc:MGI:5595047]"
"ENSMUSG00002075620","Gm56115","predicted gene, 56115 [Source:MGI Symbol;Acc:MGI:6848689]"
"ENSMUSG00000110908","Gm48434","predicted gene, 48434 [Source:MGI Symbol;Acc:MGI:6097937]"
"ENSMUSG00000072620","Slfn2","schlafen 2 [Source:MGI Symbol;Acc:MGI:1313258]"
"ENSMUSG00000085275","Gm14487","predicted gene 14487 [Source:MGI Symbol;Acc:MGI:3649724]"
"ENSMUSG00000121173","Gm57447","predicted gene, 57447 [Source:MGI Symbol;Acc:MGI:7338807]"
"ENSMUSG00000136163","Gm54141","predicted gene, 54141 [Source:MGI Symbol;Acc:MGI:6723305]"
"ENSMUSG00000086999","Bcas1os2","brain enriched myelin associated protein 1, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1920553]"
"ENSMUSG00000136193","Gm75310","predicted gene, 75310 [Source:MGI Symbol;Acc:MGI:7833342]"
"ENSMUSG00000136195","Gm75311","predicted gene, 75311 [Source:MGI Symbol;Acc:MGI:7833344]"
"ENSMUSG00000063751","Platr8","pluripotency associated transcript 8 [Source:MGI Symbol;Acc:MGI:3652122]"
"ENSMUSG00000136210","4930421P05Rik","RIKEN cDNA 4930421P05 gene [Source:MGI Symbol;Acc:MGI:1921021]"
"ENSMUSG00000136215","Gm75312","predicted gene, 75312 [Source:MGI Symbol;Acc:MGI:7833346]"
"ENSMUSG00000136218","Gm75313","predicted gene, 75313 [Source:MGI Symbol;Acc:MGI:7833348]"
"ENSMUSG00000136247","Gm75314","predicted gene, 75314 [Source:MGI Symbol;Acc:MGI:7833350]"
"ENSMUSG00000086659","Gm14146","predicted gene 14146 [Source:MGI Symbol;Acc:MGI:3651552]"
"ENSMUSG00000085439","Rapgef4os1","Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3649714]"
"ENSMUSG00000136262","Gm75315","predicted gene, 75315 [Source:MGI Symbol;Acc:MGI:7833352]"
"ENSMUSG00000136271","Gm75316","predicted gene, 75316 [Source:MGI Symbol;Acc:MGI:7833354]"
"ENSMUSG00000136281","Gm75317","predicted gene, 75317 [Source:MGI Symbol;Acc:MGI:7833356]"
"ENSMUSG00000136287","Gm75318","predicted gene, 75318 [Source:MGI Symbol;Acc:MGI:7833358]"
"ENSMUSG00000136297","Gm75319","predicted gene, 75319 [Source:MGI Symbol;Acc:MGI:7833360]"
"ENSMUSG00000136320","Gm75320","predicted gene, 75320 [Source:MGI Symbol;Acc:MGI:7833362]"
"ENSMUSG00000136334","Gm75321","predicted gene, 75321 [Source:MGI Symbol;Acc:MGI:7833364]"
"ENSMUSG00000136349","Gm75322","predicted gene, 75322 [Source:MGI Symbol;Acc:MGI:7833366]"
"ENSMUSG00000136355","Gm75323","predicted gene, 75323 [Source:MGI Symbol;Acc:MGI:7833368]"
"ENSMUSG00000120315","Gm57455","predicted gene, 57455 [Source:MGI Symbol;Acc:MGI:7338823]"
"ENSMUSG00000136390","Gm75325","predicted gene, 75325 [Source:MGI Symbol;Acc:MGI:7833372]"
"ENSMUSG00000121216","Gm57476","predicted gene, 57476 [Source:MGI Symbol;Acc:MGI:7338865]"
"ENSMUSG00000136455","Gm31851","predicted gene, 31851 [Source:MGI Symbol;Acc:MGI:5591010]"
"ENSMUSG00000136462","Gm75327","predicted gene, 75327 [Source:MGI Symbol;Acc:MGI:7833376]"
"ENSMUSG00000136469","Gm75328","predicted gene, 75328 [Source:MGI Symbol;Acc:MGI:7833378]"
"ENSMUSG00000136472","Gm75329","predicted gene, 75329 [Source:MGI Symbol;Acc:MGI:7833380]"
"ENSMUSG00000136474","Gm75330","predicted gene, 75330 [Source:MGI Symbol;Acc:MGI:7833382]"
"ENSMUSG00000085483","Gm14198","predicted gene 14198 [Source:MGI Symbol;Acc:MGI:3652051]"
"ENSMUSG00000136501","Gm75331","predicted gene, 75331 [Source:MGI Symbol;Acc:MGI:7833384]"
"ENSMUSG00000136523","Gm75332","predicted gene, 75332 [Source:MGI Symbol;Acc:MGI:7833386]"
"ENSMUSG00000121095","Gm30455","predicted gene, 30455 [Source:MGI Symbol;Acc:MGI:5589614]"
"ENSMUSG00000136541","2410087M07Rik","RIKEN cDNA 2410087M07 gene [Source:MGI Symbol;Acc:MGI:1920937]"
"ENSMUSG00000087176","D230022J07Rik","RIKEN cDNA D230022J07 gene [Source:MGI Symbol;Acc:MGI:2444095]"
"ENSMUSG00000136553","Gm75333","predicted gene, 75333 [Source:MGI Symbol;Acc:MGI:7833388]"
"ENSMUSG00000109604","Gm45346","predicted gene 45346 [Source:MGI Symbol;Acc:MGI:5791182]"
"ENSMUSG00000136564","Gm75334","predicted gene, 75334 [Source:MGI Symbol;Acc:MGI:7833390]"
"ENSMUSG00000136565","Gm75335","predicted gene, 75335 [Source:MGI Symbol;Acc:MGI:7833392]"
"ENSMUSG00000086546","Gm13709","predicted gene 13709 [Source:MGI Symbol;Acc:MGI:3651118]"
"ENSMUSG00000136597","Gm75337","predicted gene, 75337 [Source:MGI Symbol;Acc:MGI:7833396]"
"ENSMUSG00000136603","Gm75338","predicted gene, 75338 [Source:MGI Symbol;Acc:MGI:7833398]"
"ENSMUSG00000121035","Gm35748","predicted gene, 35748 [Source:MGI Symbol;Acc:MGI:5594907]"
"ENSMUSG00000136614","Gm75339","predicted gene, 75339 [Source:MGI Symbol;Acc:MGI:7833400]"
"ENSMUSG00000085768","Gm13707","predicted gene 13707 [Source:MGI Symbol;Acc:MGI:3651119]"
"ENSMUSG00000136625","Gm75340","predicted gene, 75340 [Source:MGI Symbol;Acc:MGI:7833402]"
"ENSMUSG00000136629","Gm75341","predicted gene, 75341 [Source:MGI Symbol;Acc:MGI:7833404]"
"ENSMUSG00000136651","Gm31496","predicted gene, 31496 [Source:MGI Symbol;Acc:MGI:5590655]"
"ENSMUSG00000136653","Gm75342","predicted gene, 75342 [Source:MGI Symbol;Acc:MGI:7833406]"
"ENSMUSG00000136663","Gm75344","predicted gene, 75344 [Source:MGI Symbol;Acc:MGI:7833410]"
"ENSMUSG00000085519","Gm13703","predicted gene 13703 [Source:MGI Symbol;Acc:MGI:3651307]"
"ENSMUSG00000136688","Gm75345","predicted gene, 75345 [Source:MGI Symbol;Acc:MGI:7833412]"
"ENSMUSG00000136695","Gm75346","predicted gene, 75346 [Source:MGI Symbol;Acc:MGI:7833414]"
"ENSMUSG00000136701","Gm75347","predicted gene, 75347 [Source:MGI Symbol;Acc:MGI:7833416]"
"ENSMUSG00000136702","Gm75348","predicted gene, 75348 [Source:MGI Symbol;Acc:MGI:7833418]"
"ENSMUSG00000136703","Gm75349","predicted gene, 75349 [Source:MGI Symbol;Acc:MGI:7833420]"
"ENSMUSG00000136705","Gm35434","predicted gene, 35434 [Source:MGI Symbol;Acc:MGI:5594593]"
"ENSMUSG00000136744","Gm75351","predicted gene, 75351 [Source:MGI Symbol;Acc:MGI:7833424]"
"ENSMUSG00000136746","Gm75352","predicted gene, 75352 [Source:MGI Symbol;Acc:MGI:7833426]"
"ENSMUSG00000136802","Gm75353","predicted gene, 75353 [Source:MGI Symbol;Acc:MGI:7833428]"
"ENSMUSG00000087549","Gm13427","predicted gene 13427 [Source:MGI Symbol;Acc:MGI:3650808]"
"ENSMUSG00000136821","4930515L03Rik","RIKEN cDNA 4930515L03 gene [Source:MGI Symbol;Acc:MGI:1922319]"
"ENSMUSG00000074753","Gm14092","predicted gene 14092 [Source:MGI Symbol;Acc:MGI:3651965]"
"ENSMUSG00000136848","Gm75354","predicted gene, 75354 [Source:MGI Symbol;Acc:MGI:7833430]"
"ENSMUSG00000086754","Gm16098","predicted gene 16098 [Source:MGI Symbol;Acc:MGI:3801762]"
"ENSMUSG00000136875","Gm75355","predicted gene, 75355 [Source:MGI Symbol;Acc:MGI:7833432]"
"ENSMUSG00000136911","Gm75356","predicted gene, 75356 [Source:MGI Symbol;Acc:MGI:7833434]"
"ENSMUSG00000136925","Gm75357","predicted gene, 75357 [Source:MGI Symbol;Acc:MGI:7833436]"
"ENSMUSG00000136936","Gm75358","predicted gene, 75358 [Source:MGI Symbol;Acc:MGI:7833438]"
"ENSMUSG00000136994","Gm75359","predicted gene, 75359 [Source:MGI Symbol;Acc:MGI:7833440]"
"ENSMUSG00000137000","Gm75360","predicted gene, 75360 [Source:MGI Symbol;Acc:MGI:7833442]"
"ENSMUSG00000086484","Nron","non-protein coding RNA, repressor of NFAT [Source:MGI Symbol;Acc:MGI:2444126]"
"ENSMUSG00000137044","Gm75362","predicted gene, 75362 [Source:MGI Symbol;Acc:MGI:7833446]"
"ENSMUSG00000086504","Kif16bos","kinesin family member 16B, opposite strand [Source:MGI Symbol;Acc:MGI:1922303]"
"ENSMUSG00000075020","Mir670hg","MIR670 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:3041234]"
"ENSMUSG00000137117","Gm75363","predicted gene, 75363 [Source:MGI Symbol;Acc:MGI:7833448]"
"ENSMUSG00000137120","Gm34041","predicted gene, 34041 [Source:MGI Symbol;Acc:MGI:5593200]"
"ENSMUSG00000085222","Gm13974","predicted gene 13974 [Source:MGI Symbol;Acc:MGI:3649228]"
"ENSMUSG00000137139","Gm75364","predicted gene, 75364 [Source:MGI Symbol;Acc:MGI:7833450]"
"ENSMUSG00000137151","Gm75365","predicted gene, 75365 [Source:MGI Symbol;Acc:MGI:7833452]"
"ENSMUSG00000137159","Gm75366","predicted gene, 75366 [Source:MGI Symbol;Acc:MGI:7833454]"
"ENSMUSG00000137171","Gm52511","predicted gene, 52511 [Source:MGI Symbol;Acc:MGI:6366742]"
"ENSMUSG00000137172","Gm75367","predicted gene, 75367 [Source:MGI Symbol;Acc:MGI:7833456]"
"ENSMUSG00000137179","Gm36690","predicted gene, 36690 [Source:MGI Symbol;Acc:MGI:5595849]"
"ENSMUSG00000085046","Gm11467","predicted gene 11467 [Source:MGI Symbol;Acc:MGI:3650520]"
"ENSMUSG00000137197","Gm75368","predicted gene, 75368 [Source:MGI Symbol;Acc:MGI:7833458]"
"ENSMUSG00000085735","Mettl5os","methyltransferase 5, opposite strand [Source:MGI Symbol;Acc:MGI:1922537]"
"ENSMUSG00000086779","Gm13562","predicted gene 13562 [Source:MGI Symbol;Acc:MGI:3651238]"
"ENSMUSG00000137241","Gm75369","predicted gene, 75369 [Source:MGI Symbol;Acc:MGI:7833460]"
"ENSMUSG00000137256","Gm75370","predicted gene, 75370 [Source:MGI Symbol;Acc:MGI:7833462]"
"ENSMUSG00000137258","Gm75371","predicted gene, 75371 [Source:MGI Symbol;Acc:MGI:7833464]"
"ENSMUSG00000137264","Gm54159","predicted gene, 54159 [Source:MGI Symbol;Acc:MGI:6723341]"
"ENSMUSG00000137278","Gm75372","predicted gene, 75372 [Source:MGI Symbol;Acc:MGI:7833466]"
"ENSMUSG00000137286","Gm75373","predicted gene, 75373 [Source:MGI Symbol;Acc:MGI:7833468]"
"ENSMUSG00000137304","Gm75375","predicted gene, 75375 [Source:MGI Symbol;Acc:MGI:7833472]"
"ENSMUSG00000137341","Gm46770","predicted gene, 46770 [Source:MGI Symbol;Acc:MGI:5826407]"
"ENSMUSG00000137351","Gm75376","predicted gene, 75376 [Source:MGI Symbol;Acc:MGI:7833474]"
"ENSMUSG00000137352","Gm39835","predicted gene, 39835 [Source:MGI Symbol;Acc:MGI:5622720]"
"ENSMUSG00000137357","Gm75377","predicted gene, 75377 [Source:MGI Symbol;Acc:MGI:7833476]"
"ENSMUSG00000137369","4930573O16Rik","RIKEN cDNA 4930573O16 gene [Source:MGI Symbol;Acc:MGI:1925299]"
"ENSMUSG00000137416","Gm75378","predicted gene, 75378 [Source:MGI Symbol;Acc:MGI:7833478]"
"ENSMUSG00000086447","Gm13522","predicted gene 13522 [Source:MGI Symbol;Acc:MGI:3651428]"
"ENSMUSG00000084946","Dlx1as","distal-less homeobox 1, antisense [Source:MGI Symbol;Acc:MGI:1195983]"
"ENSMUSG00000137449","Gm75380","predicted gene, 75380 [Source:MGI Symbol;Acc:MGI:7833482]"
"ENSMUSG00000137458","Gm75381","predicted gene, 75381 [Source:MGI Symbol;Acc:MGI:7833484]"
"ENSMUSG00000137467","Gm75382","predicted gene, 75382 [Source:MGI Symbol;Acc:MGI:7833486]"
"ENSMUSG00000137491","Gm30225","predicted gene, 30225 [Source:MGI Symbol;Acc:MGI:5589384]"
