gene	logFC
LOC107985551	3.91145857267327
DEPDC1	3.90476866877765
GPR85	3.89950030726183
LOC101929021	3.8907401488466
LOC105373591	3.89041958335199
SKA1	3.89026815677316
TRIM36	3.88947353345878
ALDH1L2	3.88790111462911
KLRC4	3.88535617922299
PBK	3.87905655551043
PRG2	3.87797125430151
LOC107984507	3.8771558438088
CCNA1	3.87638688855413
ANKRD18A	3.87479795671972
H3C14	3.87411698547218
CCDC26	3.87054870709681
LOC107984316	3.86948543637042
H3C15	3.86715173007474
LINC00977	3.85494222253693
LOC101927857	3.85272135792232
LOC102723765	3.85244516838395
LOC107986453	3.85063353533659
LOC105371793	3.84991814396355
KIF4A	3.84307233009081
GGT5	3.84296936064959
CLEC6A	3.83270344887952
CDCA8	3.82989069179657
KIF20A	3.82899948335611
CHD5	3.82855914901649
DHCR24	3.82700494507277
SLC28A3	3.82699318471825
AURKA	3.81863203976167
LOC101929705	3.80998794328675
CD200R1L	3.808567353244
UBE2C	3.801797894634
STAU2-AS1	3.80103746447232
PPM1J	3.79634664177026
HBBP1	3.78929011983812
LOC105371050	3.7891734726182
INAVA	3.78845316538485
LOC107987290	3.78617055459688
LOC107985872	3.78380185889023
CXCR3	3.77907379795581
PLA2G3	3.7670885835728
LAT	3.74911109444087
DEPDC1-AS1	3.74343744006611
BUB1B	3.73439473355772
C20orf197	3.73175522181581
LOC107984494	3.73056375029164
CLSPN	3.73050896316625
KIF2C	3.72981566854629
CLEC5A	3.72753538487713
MGAM2	3.72731446853346
C9orf40	3.72620983957498
SPTB	3.72325888730597
ASF1B	3.71118829583239
LOC107985627	3.71054428984701
LOC105373424	3.70993027457045
SLC6A9	3.70783031598931
NCR3LG1	3.70333807753258
FAM160A1	3.6946212535289
FCAMR	3.69426577279817
GAS2L3	3.6920230512026
ANLN	3.6825632562548
PTGFRN	3.68093196886509
SAPCD2	3.68045322552985
CYP11A1	3.67879776894969
DIAPH3	3.67713489678232
CLECL1	3.67319197880313
ST14	3.6708958033797
SHCBP1	3.66752334060489
P2RY2	3.66622009870533
SCG5-AS1	3.64538003539591
CCNA2	3.6450748526996
TMEM121B	3.63560086211166
LOC105375878	3.6315034059129
MIR1-1HG-AS1	3.6314376580942
ERCC6L	3.62023420555763
LOC112268457	3.6107750666607
NCAPH	3.60930318969464
MELK	3.60894915797438
CD101	3.60730785541644
FAM72D	3.60670478888862
LOC105378936	3.60619686723262
LOC107986190	3.60466393203352
NUF2	3.59378724444864
FAM72A	3.58911432598944
ALKBH3-AS1	3.58675275728308
SLC26A9-AS1	3.57930256687233
LRRC37A8P	3.57907720471343
LOC107985870	3.57821727603416
CDCA3	3.57502040289453
LOC105369344	3.56828240440041
SLC2A9-AS1	3.55675859127316
PKMYT1	3.55506294117164
CDC20	3.54293063984082
LOC107984669	3.54008793286806
BPI	3.53810112422134
LOC105369551	3.5339761969667
HSPA4L	3.53357920924305
LOC105371679	3.53244735035405
LOC145694	3.52566215172622
MCM8-AS1	3.5126827593292
ADORA2B	3.50439167761716
MYL4	3.5041206152858
MIR124-1HG	3.50360596026962
KIF4B	3.49602169685738
FAM245B	3.49600093859326
FBXO16	3.49407205402664
POLQ	3.48974680500487
SRD5A1P1	3.48800828986485
FOXM1	3.48733433724164
STRIP2	3.48016890263893
LOC105376281	3.47484861493865
LOC105377757	3.47275020542897
LOC101928004	3.46206124505969
CALB2	3.45921886342155
LOC112268214	3.45505562363886
CCNB1	3.45268514407498
LOC105369389	3.42816276138827
LOC112268043	3.42294901711509
LOC105370413	3.42234617686996
SLC6A13	3.42066151026282
NEK2	3.41885885166992
LOC105378988	3.41816036529284
LOC112268253	3.41643252368598
PMP22	3.4136623892554
ANKRD18B	3.41066615766374
LOC107985409	3.40802217020207
LINC01637	3.40458248082066
GIPR	3.40306164736716
CCDC150	3.40207247690143
LOC107985238	3.39929778394888
LINC02675	3.39427923411348
RETN	3.3935374431267
CIT	3.39018888450533
BUB1	3.38800265246359
TESC	3.37925004846862
CNR2	3.37767683755732
EXO1	3.37559526719109
CTSLP2	3.37511000108537
RAB39A	3.37309298192371
TRDV2	3.37249559100787
LPAR3	3.36888078570111
DIAPH3-AS1	3.36335509444737
SPAG5	3.35822877916179
CEBPE	3.35562517543377
PLAAT5	3.35260349083691
NUTM1	3.33960305668934
FASN	3.3393631367672
NOL4L-DT	3.33608700995813
LOC101928214	3.33529241386463
LOC107986189	3.33255270447469
MYCL	3.33233314830264
LINC02823	3.32708413570178
NCAPG	3.32242020910229
LOC105377743	3.32025405481911
KNL1	3.31744915639742
H2BU1	3.31574452871618
LINC02693	3.31185934240483
RNF138P1	3.31115031891622
TPX2	3.30914965182241
LOC105369382	3.30252429847314
LOC105372697	3.30177034770452
MPEG1	3.30059136980957
ACRV1	3.29988680743873
HASPIN	3.29941830770325
CENPF	3.29561730011598
TGFBI	3.29517534019643
CDKN2C	3.29470528532434
KRT13	3.29291239145389
SPC24	3.29252351373048
ABI3	3.29163266418261
CH507-145C22.1	3.28573662356256
MIR4435-1	3.28367428693444
LOC105372581	3.2809927504224
PRKCA-AS1	3.26791853373984
LOC107985189	3.26449258522624
MIR6741	3.26256242343041
LINC00310	3.25854726142735
KNSTRN	3.2583812936295
LOC112268252	3.24823373958298
BCL2L1-AS1	3.23614338644963
LOC105373592	3.2347565710843
KIF15	3.22888684721292
C17orf78	3.2285242063852
H3C12	3.22842641250383
LOC100128885	3.22709637517968
LOC107983976	3.22421607600817
KIF11	3.21775706530007
MVD	3.21751657093504
KLF15	3.21717017446113
LOC107985293	3.21155072082756
TRGV1	3.20885639914941
B4GALNT3	3.2078285347324
LOC107984714	3.20654029764806
LOC105379343	3.19840158461915
NEIL3	3.19768311706663
GPT2	3.19493609022146
NETO2	3.19179230325787
LOC105370202	3.19137502197918
DTX4	3.18943435149804
ZBED2	3.18879243778932
GPR68	3.18809195272004
FAM111B	3.18575451860438
LOC105377756	3.18496598450929
LOC105375469	3.17695945316263
MIR1-1HG	3.17390015331003
MIR646HG	3.1697769750238
RTKN2	3.16496042766125
GPAT3	3.16489686858913
ZNF833P	3.1644823291363
PNPLA1	3.16302950371505
ALOX5AP	3.16173020419275
LOC101927283	3.16164553312612
TNFSF14	3.15946681192503
PLEKHG3	3.15855395224679
RECQL4	3.15846157567642
CDHR1	3.15732259027143
MCM10	3.1570689309641
LOC105374555	3.14768344624248
LOC105372446	3.14596664394581
LOC100507336	3.1365444785345
HRH4	3.13611899093388
CD96	3.13525094097415
LPAL2	3.13352143488597
LINC01775	3.13312458052683
EDDM13	3.13300034477182
LOC105371816	3.13250539528387
DDIAS	3.13145247099543
SCG5	3.12964545773041
TICAM2	3.12771599783861
LOC105377134	3.12474931481467
RGS9BP	3.12416180209744
ME1	3.11585495648706
CENPM	3.10668772955835
FAM83A	3.10250266009894
SLC25A48	3.1012637664323
TTK	3.10074728195717
MFSD2A	3.09892216503526
LOC107987057	3.09825877250698
SLC25A23	3.09799814014934
LOC112267867	3.09674500737994
LOC105375879	3.08433668859759
LOC107986350	3.08398913021235
BIRC5	3.08220980981835
MIR3939	3.08158494948297
GZMH	3.08025503048424
LINC01664	3.07049411157178
H2AX	3.06994681003299
OSBPL6	3.069872288111
IQGAP3	3.06795851011689
MSC	3.06476365218133
LOC107984929	3.06399823540887
AKAP12	3.06229192448049
PAQR5	3.06133838022166
SLC6A19	3.06068623174109
STAB1	3.0605792443143
OSCAR	3.06028165120484
XRCC2	3.0597521864587
MIR4664	3.05559305309367
LOC107986061	3.04071143048284
LPAR5	3.03577573657737
GAL	3.02956677794955
RACGAP1	3.02740607144491
H3C8	3.02568576003369
PLEKHG7	3.02091695186925
NT5DC4	3.01907605698463
CCNB2	3.01760387231787
LOC105373618	3.01650253743655
LOC105373338	3.01306719306284
LOC105372698	3.01275619817102
APCDD1L	3.01133106349144
LOC105379176	3.01101510919988
LOC105376995	3.00710902588294
SIRPD	3.00544973940488
ALB	3.00256001468677
C9orf64	2.99954122979879
SPDL1	2.99746586338287
LOC100287290	2.99294487466002
ZWINT	2.99214809330884
PRKCD	2.99041868091075
LSS	2.98511169274014
LRP3	2.98507225770622
LOC107985193	2.98478790749951
DPRXP4	2.98348502708914
GRASLND	2.97926558667606
FAM201A	2.97861294927191
MGAT3	2.97580575720173
H3C13	2.97487223437433
TLDC2	2.97359788682384
LOC101928047	2.96358758927198
LOC105378726	2.96285857186534
GLOD5	2.95861311710519
KIFBP	2.95196944581783
CHPF	2.94870073129919
SLC12A3	2.94565079029672
C10orf88B	2.94312823659382
LOC105379086	2.9406160617373
ZNF133-AS1	2.94040321523336
LOC105371579	2.93836133962581
AMELX	2.93533727260711
LOC105372348	2.93450826117584
LONRF2	2.93274361057362
SIGLEC12	2.92849977055501
ADGRE4P	2.92832916947232
KCNE1	2.92613651622458
LINC01529	2.92490612902967
CAMK1	2.9233556905532
CLEC4D	2.92316188555583
CKAP4	2.9207677370044
CSDC2	2.91886465555887
TMEM75	2.91864601614212
EPHB3	2.91779507586627
GINS1	2.91747815705411
SAMHD1	2.91693007736572
AGT	2.91265888225584
LOC105370928	2.91100481359333
RNASE2	2.90962486227265
LOC101928682	2.90944594660331
LOC112267907	2.90826410726711
SERPINB10	2.90701833044705
CDCA5	2.90554189849574
LOC101927124	2.90300292909738
XIRP1	2.90229885387281
PHACTR2-AS1	2.90100046299577
PIMREG	2.90057702374912
LINC01768	2.90022036311327
LINC02457	2.90021479639302
IGSF3	2.89698153808091
TRPA1	2.89560288552663
MIR4435-2	2.89452824899799
LOC107986660	2.89307881088426
SGO1-AS1	2.89294400600335
CDC6	2.89052209939547
LOC105378728	2.88641246603187
LOC107987304	2.8857251496898
MEX3D	2.88561695314679
RUNDC3B	2.88546730716867
BRI3BP	2.88507115909453
SOCS1	2.88466016256526
PIN4P1	2.88454205659202
VSNL1	2.8827012341279
AHSP	2.88238456733816
LOC107985909	2.87463717389338
AGR2	2.87420947343121
KCNH2	2.86851602333038
KRT79	2.86139047888177
CHST2	2.86134930945854
WDR62	2.85977609903242
LINC02043	2.85751368342756
TRAIP	2.85592264669773
PDE4A	2.85523695438653
LINC02809	2.85512369162762
LOC105377994	2.85025914299853
LOC107985050	2.84962012448207
MIR6771	2.84924031581224
FRMD5	2.84494595441571
LOC112268224	2.84227809696112
LOC101929099	2.84221894367603
DLGAP1	2.84183903321456
BRCA1	2.84162727261717
FUT7	2.84110684397031
POC1A	2.84103672738292
THRIL	2.8409330037049
LOC105373019	2.83992104773899
SLC7A11-AS1	2.83884193083468
CCR5	2.83764440255141
SKA3	2.83750493512013
F3	2.83719291402367
LOC107987344	2.83446877077337
H3C3	2.82993787011785
OTULINL	2.82882692032831
RXFP2	2.82772887545601
LOC112268077	2.82115507104628
LOC105375728	2.81855261178212
PRR11	2.81800225633728
SFTPD	2.81773196574497
LOC105371388	2.81770453872749
MPV17L2	2.81749990855407
CD36	2.81719666953118
LOC105376933	2.81707292591521
KLF1	2.81672027443919
ARHGAP11A-SCG5	2.81514240334168
UCA1	2.81412911980131
TRDC	2.81137516900378
INCENP	2.80679815126166
DMTN	2.80657717578157
FHDC1	2.80485562654959
HMGCS1	2.80444331271537
MIR6824	2.80310572462076
SCD	2.7998187036922
FAM171A1	2.79601446593081
CCR1	2.79305469504836
SLC24A3-AS1	2.79234022800215
XACT	2.79206076006302
GNAS-AS1	2.79159943557119
DEPDC1B	2.7896147770118
CRISP3	2.78903140012941
PLEK2	2.78845757935388
MYBL2	2.78733599739391
ARHGAP11A	2.78590635172718
MESP1	2.78432818985511
LOC105371089	2.78306255678422
TEDC2	2.78229685992697
MIR1178	2.78164856175078
FJX1	2.78160071463157
MYH15	2.78157421630198
LOC105369869	2.77979908310914
IL4	2.77947851570629
UBE2T	2.77879392844967
LOC101928510	2.77348817291705
HES6	2.77321463176521
CDK15	2.77244495700814
LOC102723444	2.77153443912828
IL17RA	2.76993858256461
MIR548U	2.76898430268103
GYPA	2.76897897336708
SNORD160	2.76642888386074
TMEM119	2.76143543143797
TGFA	2.75943030359515
LOC102724701	2.75941116507146
FDPSP2	2.75797639373192
CTAGE9	2.7571062381199
COLGALT2	2.75709476738965
LY86	2.75698271935395
MIR646	2.75590187013626
LOC102724843	2.75359737183835
LOC105371843	2.7477988694239
HBD	2.74225883344912
PHOSPHO1	2.74021476243411
LOC105372777	2.73956902023661
RBM47	2.73793258791654
GAS6	2.73726899882597
SELENBP1	2.73655675548579
CHDH	2.73630277886768
TRGJP2	2.73612778705994
CALB1	2.73480880941765
RAD54L	2.73246425810459
SNORD93	2.72739971077283
LOC107984112	2.72465973546299
CRIP3	2.72014439326844
TRIP13	2.7195392422509
IL21R-AS1	2.71931780482645
ECRP	2.71871018317228
MSC-AS1	2.71817655778162
CH25H	2.71757911296667
LMNB1	2.71423399336749
SCART1	2.71349616797287
GRPEL2-AS1	2.71286413465522
TRPM2	2.71083834230837
DHCR7	2.70802427438478
MMP14	2.70740677882933
CCL24	2.70559891471444
HYLS1	2.70512141013087
CDC25A	2.7021128226584
RRS1-AS1	2.7017620921104
LINC01293	2.7001861804105
ARHGEF39	2.69946443265387
HDC	2.69890741070939
S100A11	2.69790704324838
DSCC1	2.69761763023559
ICAM5	2.69664441803052
IGLV2-18	2.69590658379295
SIRPB1	2.69337003991941
LOC107985743	2.69121517741584
LOC102724491	2.69075399579085
NEFH	2.69057232090894
SNORD14D	2.69055860784314
GPR153	2.68972767766223
LOC107987128	2.68794471318125
TRIM17	2.68772515438952
SLX4	2.68610952335856
LOC107985017	2.68544914857343
ORC6	2.68504372579804
LOC105372738	2.68406322085779
GPR65	2.68242306976044
ECT2	2.68198448487098
PRKCA	2.67986943932615
TK1	2.67913193354779
ACP3	2.67669688277914
LOC107984312	2.67567522471328
NCAPG2	2.67444976279689
PPP1R14C	2.67188635773801
MYO1A	2.67144205807668
ARHGAP11B	2.67009956291486
CHAMP1	2.66710670521104
GEN1	2.66554073042845
SLC43A3	2.66465247978085
SDF2L1	2.66459641171657
LOC100288637	2.66300957864927
H1-5	2.6616452462953
RAD54B	2.66061922951642
SNORD159	2.65980497201156
KLRK1-AS1	2.65915812241746
CD86	2.65765378872278
LOC105372470	2.65744200292861
RNASE3	2.65594779288545
C12orf71	2.65588023454188
RPL19P12	2.65152499226818
LOC105371080	2.65110493022234
CAPNS2	2.64975048922471
KCNE5	2.64968645559751
LOC105373058	2.64943316387313
MND1	2.6491597862138
MED18	2.64852230369317
SLC16A13	2.64250566830437
FBXO5	2.64212940403674
RAB31	2.64170286890259
CCDC51	2.63901918924192
AQP2	2.63412962117066
FGL2	2.63397806401213
JPH1	2.63279404150999
SLC1A5	2.63207593859635
LOC105379392	2.6312909762592
LINC00639	2.62460529313818
F2RL3	2.62349989615331
LOC101927756	2.62092120703792
FAM83H	2.61976360825149
LOC112268474	2.6185998958573
DHCR24-DT	2.618409656888
LINC00618	2.61694027594987
SGO1	2.60805266949989
LOC112267943	2.60559302230059
CTSG	2.60340045546176
APOBR	2.60267086536335
LOC105377541	2.60238493773109
P3H2	2.60030388288368
PADI2	2.59898763327134
BUB1B-PAK6	2.59718338576791
HPDL	2.59640910675886
CYP2S1	2.59568893512816
SCRG1	2.5939898179223
FBN2	2.59295185023369
HAUS8	2.59259007140405
TRGJ2	2.59156536529033
RHBDL2	2.58988080179013
TRIB3	2.5874376901991
CCDC170	2.58494485843456
BCYRN1	2.58386886813933
SRXN1	2.58248273370014
LOC105371019	2.58080381140377
LINC00884	2.57833578671273
LOC107987158	2.57810255061723
LOC105369631	2.57575666859747
MVK	2.57549696943739
LOC107984129	2.57533982395475
CDKN3	2.57505718094607
ELOVL6	2.57328663736378
RACGAP1P1	2.57312276106156
SH3PXD2A-AS1	2.57230387593074
PTPRO	2.57135769222375
MYO5B	2.56986123539457
RHOU	2.56780610633487
NFATC4	2.56729840829521
TMPO-AS1	2.56566937871069
ANK1	2.56448354335228
NRCAM	2.56436921464493
NHLRC1	2.56347707658748
SLC25A19	2.56265220674654
C5AR2	2.56113611857625
H2BC14	2.56050459177263
ZDHHC19	2.56045280837594
LOC101927952	2.55558297884184
SLC36A1	2.55385742671141
RRS1	2.5514789765642
ANKRD18DP	2.55095063593472
RAD51AP1	2.5434905396162
LOC105379499	2.54302522870561
PIR-FIGF	2.54214669219562
CDH17	2.5414560305912
LOC107984317	2.54124332594952
WDCP	2.53945713275506
LOC102724416	2.53773096286309
NAPSB	2.53660848059419
LOC105369313	2.53646720305515
LRFN3	2.5362997891176
TERT	2.53594382674353
APOBEC4	2.53504512884786
CHRNG	2.53435369314518
LOC105375208	2.53414462768931
LOC105379280	2.53223959026705
MGST1	2.52934164085929
UNC5A	2.52928570039894
SNORD88B	2.5280927746664
LOC105375443	2.52788962354969
H2AC4	2.52720559784235
SLC7A5	2.52630930792458
LOC112268095	2.52537418654513
TNFRSF8	2.5249983962376
LOC102724711	2.522048845026
TPSG1	2.52073381816372
STON1-GTF2A1L	2.51997015308479
TNFAIP8L3	2.51920744509266
SGO2	2.51902961375031
GNG13	2.51894554271358
RARRES1	2.51883270664384
LOC107986622	2.51865151851396
LOC105371090	2.51845710826751
PMCH	2.5152983314886
SIRPA	2.51376500040742
RNASE6	2.51157636318047
PLEKHF1	2.50944353794383
EMSLR	2.50745793632502
MMP25-AS1	2.50734945681129
OR2A4	2.50608839224214
ADD2	2.50280532466497
FZD9	2.50271608053783
TRGV3	2.50211899572904
TNS4	2.49735808865941
ALAS2	2.49726005017348
STIL	2.49507400698504
LOC105377148	2.4946277961863
UNC5B	2.49442955410728
ETV4	2.49202979486657
LOC107985000	2.49158035468595
LOC101930434	2.48935433880244
PIR	2.48567406006409
FCER1A	2.48528334657907
ADGB	2.48521820522062
GRK1	2.4843700283754
SYDE2	2.48428036237305
LOC107986073	2.48110907256118
PROK2	2.48033388236002
LOC105369898	2.48031239429087
SQLE	2.47878739962303
CD300C	2.47720093018368
MMP2	2.47528976340052
LOC101927267	2.47282940518766
LOC105369795	2.47233788951169
LOC101927543	2.47133618298054
C3AR1	2.47067556562047
RFESD	2.47001232072077
LCMT2	2.46966742791835
ZNF519	2.46921492596745
LOC107986303	2.46900872599017
LOC101929290	2.46861921327463
TRGV4	2.46782641423378
CLCN5	2.46734636640826
BLM	2.46683009763235
LOC102724908	2.46620524517345
RUSC1-AS1	2.46562855509788
MYBL1	2.46542810014046
POP1	2.4651560362159
VGF	2.46167630267088
GPRIN1	2.46050398166826
MFSD6L	2.45859467490997
CELSR2	2.45713178766779
LOC105372770	2.45500664059018
CTSE	2.45466321427063
EPB42	2.45415901283584
STXBP5L	2.45390116003218
MIR421	2.45344376931277
SNORA58	2.45271289117354
IL2RB	2.44878803767178
CLCN4	2.44861496029317
RMDN2	2.44848713419323
MMP25	2.44821176536072
FDPS	2.4480967913544
TCF19	2.44376894940426
E2F2	2.44296509249234
CR1L	2.44242024388133
SERPINB8	2.4405890616565
FADS2	2.44027709440492
SPTA1	2.4376143791688
IFNK	2.43676128417094
GRPEL2	2.43673097180499
FAM160A1-DT	2.43668623654136
KIF5C	2.43411985508962
GJA9	2.43319608622911
PKDCC	2.42802253104025
LINC01222	2.42777727046372
SIX4	2.42652702117463
H3C7	2.42627401817026
LOC105373449	2.42522203711726
TMEM273	2.42514634156334
TONSL	2.42458939539596
SLC25A2	2.42138743982177
ITGA2B	2.42003471511334
CDC45	2.41970626111161
LOC105371479	2.41782034071059
GINS4	2.41688585075628
INSIG1	2.41624656014875
CIP2A	2.41269341350163
LOC107985595	2.41247258788544
XK	2.41027967008283
FAAP24	2.41008770818048
HSPB6	2.40938289641778
ITGB7	2.40927049398648
LOC105377359	2.40878695163929
SLC25A41	2.40747639791474
TP53RK	2.40629020280757
TRDJ2	2.40487116446486
GDAP1L1	2.40451737385835
LOC105369339	2.40427903352001
H3C2	2.4033448107461
LOC105370052	2.40236911765896
SLAMF7	2.40189696421176
C11orf24	2.40007768323357
EHD4	2.39921998579514
LOC105369370	2.39895175903998
DOLK	2.39814698156911
ADAMTSL5	2.39395893580048
POLA2	2.39386092059704
LINC02806	2.39223642909245
KCNE3	2.39010123867853
TASL	2.38892807755608
JAZF1-AS1	2.38343721689603
IL13	2.37932345279117
SLC29A2	2.37787767990866
FAM83D	2.37761682096542
ADAT3	2.37580361447993
LOC102725228	2.37521878313678
FANCD2	2.37226173541212
LOC102724219	2.37027006504278
LINC00664	2.37001093032667
LOC102723360	2.36878333606117
LOC107986493	2.36744789208834
LOC105371753	2.36567324507043
ATP1B2	2.36550014369807
HBE1	2.36463453226325
LOC107986485	2.36392412949337
LOC105374853	2.36382133229402
NPB	2.3631736230441
NUSAP1	2.36298105456287
ASPN	2.36264251972751
CEP72	2.36184611247405
LOC107986422	2.35944716960111
LIPI	2.3584722222153
LOC105375417	2.35390895261165
PYM1	2.350258455187
IL18R1	2.34801712632429
LOC105370515	2.34741389023675
SNORD111	2.34626575575188
SLC2A10	2.34508204874505
ANKLE1	2.34500870272659
EVC	2.34457838320119
MBL1P	2.34437830265958
ADAMTS7P1	2.34342780293452
PGP	2.34287249316483
GINS3	2.33940514012139
STX19	2.33695025530426
TRMT5	2.3366627626971
TIMELESS	2.3359533259396
THAP10	2.33396410958824
PTTG1	2.33058259017543
AARS1	2.3286344427811
RAD51	2.32685122679313
TEDC1	2.32480725177225
PRH2	2.32447987010843
DCLRE1A	2.32389229200381
WWOX-AS1	2.32309794602502
ENHO	2.32262070086112
NTRK1	2.32132915612848
KCNK6	2.32026195244689
CDC25C	2.32003960752115
MYEOV	2.3194784558341
LOC102724951	2.31844312223352
DAB2	2.31809088223958
MAP3K21	2.31766657587553
MSX2P1	2.31730691477912
CD209	2.31697549327365
SLC16A9	2.3148965852325
LOC102723729	2.31364283633491
LOC112267968	2.31311441379306
SLC22A23	2.31296151338592
NDC80	2.31197696169949
HEPH	2.31099140787154
LOC112268227	2.3106269791096
RPP25	2.31048786783594
TMEM108	2.30881607758565
LOC105376626	2.30773023332035
KLHL17	2.30729717797384
PCK2	2.30499479019362
AGRP	2.30336924433459
VDR	2.3031940710951
FANCB	2.30274619144428
CDON	2.30239638661909
ITGA7	2.30230452388672
STON1	2.30127641916997
KEL	2.30114618584879
SNORD14C	2.29873673187614
RTN4RL2	2.29847392159298
ACTL10	2.2977519822416
TMEM97	2.29464844367276
BCL2L10	2.29419082735964
LOC105374412	2.29350550282928
DBF4B	2.29342533489416
NT5DC2	2.2885861735914
RCN3	2.28786947744614
MIR3174	2.28562244829045
KCNS2	2.28512487475954
MIR3176	2.284963606348
DBNDD1	2.28404952268954
XYLB	2.28380374082758
CD207	2.28343341841657
LOC105378694	2.28183947019583
NTN3	2.28176255872048
GSEC	2.281493930751
LOC107984262	2.27876241031926
CENPQ	2.27791326267442
TONSL-AS1	2.27757710235043
FEN1	2.27723741848692
LOC729652	2.27719027145237
SLC22A31	2.27508887205149
IGFBP2	2.2739581261204
C1orf127	2.27383449064357
CDC25B	2.27279767744386
LINC02390	2.27127251713094
FOXRED2	2.26959920926251
LOC105373857	2.26887739619103
ZNF215	2.26871191449626
PARPBP	2.26855394033557
FAM241B	2.26809589543294
HAPLN4	2.26766393730804
CISH	2.26757184703152
APOC2	2.26723895729829
TNFAIP8L2	2.2665266359117
LOC101928007	2.2636953687391
LOC105371520	2.26346838032057
GLI2	2.26304745892263
H2BC13	2.26289303071153
METTL21EP	2.26173592930471
KIF20B	2.25772163568047
LOC112268199	2.25763791332029
