gene	logFC
EMSLR	3.89222373605457
CCNB2	3.88947131209034
SPC24	3.8893582928411
CCDC51	3.88643063300773
CDCA3	3.88544102477957
LOC112268252	3.88326927204638
CD96	3.88150706977187
CDC6	3.8666131269427
PIMREG	3.86082139522224
FAM72D	3.85953805852164
SAPCD2	3.85843986464675
ANKRD22	3.85824527205462
BIRC5	3.85457038788231
FAM72A	3.85243390498975
LOC102724008	3.84862913845989
TNFRSF8	3.84829936098861
FBXO43	3.84111022455045
CCNA1	3.83956747712541
TROAP	3.83561363020995
HASPIN	3.82679320712697
GAL	3.82030164401771
H1-5	3.81841385169424
ECRP	3.81758750378455
SRXN1	3.80379752656936
LOC145694	3.79739286010085
LOC105371793	3.79729173571476
MIR1-1HG	3.78415728039838
TIFAB	3.78036180486908
H4C15	3.77658657731433
CLEC5A	3.77181661706553
H3C7	3.76841252695886
H4C14	3.76794118756539
KIF11	3.76571090435438
SIGLEC6	3.7589257397964
HSPA4L	3.74975898138813
LOC101929021	3.7452184418637
CHD5	3.72932467572111
PRG2	3.72874254847042
KIF4B	3.72690226247023
SHCBP1	3.7266585120646
FCER1A	3.72446336082053
LAT	3.72292627506568
RACGAP1	3.72158675973187
RNASE2	3.72019317459097
KIF15	3.71869562580503
E2F7	3.7155236239216
TRIP13	3.71461785981676
H2BC13	3.68212403792556
KIF5C	3.66995199187957
PAQR5	3.66501873401297
CD276	3.66390765317521
SPDL1	3.65887852114685
CDKN3	3.6583259232275
CYP1B1-AS1	3.65693993942287
HPDL	3.64455497177462
SPRY4-AS1	3.63332957540181
ZWINT	3.62895636109183
ANLN	3.6128158201481
DCANP1	3.6123867844913
HMGCS1	3.60230992454723
LOC107984316	3.59557125378636
FAM83A	3.59512292120819
SPAG5	3.58516613925203
CDC25A	3.5653466312874
H3C3	3.56135006494329
WNT5B	3.56002838285209
LOC105370485	3.55667095392356
H2AC4	3.55373743147005
GRASLND	3.55047812039624
DOLK	3.53746122891474
FJX1	3.53571467152694
GINS1	3.53502413220395
PTGER3	3.53261619637709
WDCP	3.52095239844765
CHCHD4	3.51986411078562
SNORD14E	3.50575786696147
SPRY4	3.50101647239044
F3	3.49825662087434
SLC6A9	3.47987816030973
MND1	3.47508436490611
MSC	3.4746102395338
MMP2	3.46997593724483
PLEKHF1	3.46881889387663
P2RY6	3.46760480262287
ENPP3	3.45964222849761
NEIL3	3.45910091351102
PKMYT1	3.45751283055134
MRPL17	3.45096974864655
NQO1	3.44994127825192
TNFSF14	3.44691600582345
FZD9	3.43892530312269
APOC2	3.43580269178395
SKA3	3.43465114786081
ALB	3.42993700153343
MPV17L2	3.42871245600046
C9orf64	3.42581361629121
SNORD14D	3.42200474307029
CENPF	3.41508763446287
TPX2	3.41138164136464
ARHGAP11A	3.40903372587575
PRG3	3.40579151425444
LOC107985933	3.40217600604189
H1-1	3.40173372730946
LIF	3.39553995401454
ORC6	3.39070503960461
PIR	3.38938064518253
LINC01355	3.38852150284116
ELOVL3	3.3877324203393
TICRR	3.38441804757802
IGFBP4	3.38422204246387
SNORD86	3.37994715013604
ME1	3.37876781104741
MFSD2A	3.37577577205577
IGFBP2	3.3740113616972
CDKN2C	3.37343261306498
H2BC14	3.37048692910239
CXCR2	3.36906317634578
MGST1	3.36816705418166
ACAT2	3.36768763006806
SDF2L1	3.36697919990498
PMP22	3.35727358909268
DMTN	3.35519027943263
H3C2	3.35458875809499
LOC105375728	3.35365432371395
MKI67	3.34979411555442
PCNA	3.34681676139988
CENPM	3.34162622117567
RETN	3.34070842912578
MVD	3.33862468539031
PNP	3.33795707881741
F2RL3	3.33504793112788
KNL1	3.33503754271111
RGS9BP	3.32458745797431
DEPDC1B	3.321553294722
LOC100128885	3.32153620020677
LOC107985871	3.32010473730507
H4C9	3.3192941374928
STRIP2	3.31632950338212
GRPEL2	3.31617092078739
PCNA-AS1	3.3121787434123
FEN1	3.31022338384089
GPR68	3.3090127188775
PIR-FIGF	3.30770310041312
MESP1	3.30719419150552
LOC105374464	3.30467912772525
ITK	3.2968337958297
FAAP24	3.29487604733515
RTKN2	3.29289777044987
NCR3LG1	3.28608596751403
NETO2	3.28097776853362
TRIB3	3.27860747677057
POP7	3.26866610221177
DHCR7	3.26768476024924
ABI3	3.26717929632215
RAD51AP1	3.26693871206443
TMEM119	3.2647224686259
TRIM61	3.26198288383953
PKLR	3.26161453987084
LOC100506289	3.25956551499683
H3P4	3.25936788857789
SLC28A3	3.25571770749657
TEDC2	3.25368488186096
LOC105372499	3.25308859482238
MTFP1	3.25191395360874
APOC4-APOC2	3.25089171330523
AQP3	3.24941403392625
IDH1	3.24849064709165
SLC1A5	3.24350243077365
PTTG1	3.23573005217049
CDCA5	3.23567675727116
FASTKD3	3.2228682684139
SLC25A10	3.21608367855343
RPP25	3.21361329135547
BRI3BP	3.20475494743951
S100B	3.20309149033708
POP1	3.20283759832067
ARHGAP11A-SCG5	3.20129838777059
LMNB1	3.19890320545679
MGAT3	3.19533091616792
CDC45	3.19497313053279
TMEM97	3.19279860936537
H2AC12	3.19140902226369
ADORA2B	3.19015078706602
TP53RK	3.17583117429026
H2BC3	3.1751665128039
KIFBP	3.17378789492028
TRDC	3.173413678827
CENPQ	3.17207152234944
HYLS1	3.16849609910867
SLC43A3	3.16218790589903
POLQ	3.15113009306034
ECT2	3.15103125263109
